movie,genre,compound
"Matrix, The","action,sci-fi,thriller","[0.6808, 0.4588, 0.1531, 0.8519, -0.9451, 0.8481, -0.3182, -0.9884, 0.3182, -0.6249, 0.2263, -0.7003, -0.9287, -0.6908, -0.25, 0.1531, -0.4865, -0.6249, 0.8225, 0.8126, 0.9153, 0.4215, 0.1027, 0.6597, 0.8957, -0.5719, -0.4767, 0.9042, 0.7646, -0.3804, 0.0, 0.4588, -0.4939, -0.9201, -0.4588, 0.296, -0.743, 0.9423, -0.7269, 0.34, 0.3642, -0.891, -0.6369, -0.4588, 0.0258, 0.0516, 0.1027, -0.8271, -0.836, 0.6705, 0.8591, 0.7906, 0.7579, 0.9153, 0.6369, -0.5574, 0.8316, -0.5859, 0.0, 0.0, -0.4019, 0.9136, -0.8363, -0.5267, 0.7579, 0.7096, 0.3008, 0.7579, 0.2732, -0.7003, 0.4939, 0.802, 0.6705, 0.8658, -0.3818, 0.4939, 0.296, -0.3182, -0.9371, 0.5279, -0.296, 0.1027, 0.5267, -0.6124, 0.4215, 0.7003, -0.5819, -0.296, -0.4588, -0.9648, -0.4404, 0.5267, 0.8074, -0.1027, 0.4404, 0.91, -0.128, -0.6486, -0.8024, 0.9442, 0.0, 0.9001, 0.4404, 0.7506, -0.4019, 0.296, 0.7184, 0.9136, 0.5994, 0.2263, 0.8176, 0.6808, 0.5106, 0.9029, 0.8176, 0.7351, 0.7783, 0.4215, 0.2023, -0.8126, -0.2023, -0.91, -0.9735, -0.296, -0.0772, -0.0516, -0.1027, 0.2732, 0.3818, -0.7361, 0.577, 0.3818, -0.9136, 0.0772, -0.0516, -0.5423, -0.8316, -0.4215, -0.9442, -0.5423, -0.9325, 0.7717, -0.9562, -0.7184, -0.8555, -0.8885, 0.128, -0.4588, -0.8658, 0.6124, -0.8481, 0.0731, 0.9142, -0.0772, 0.0258, 0.7184, 0.6908, -0.8481, 0.2263, -0.5994, -0.8519, 0.4939, -0.6705, -0.6369, -0.8591, -0.8442, -0.7506, -0.8176, 0.872, -0.7906, -0.9393, -0.8225, -0.8225, 0.5719, 0.7369, -0.9081, 0.7717, -0.5719, -0.7845, -0.34, -0.765, 0.2955, -0.8625, 0.5267, 0.1027, -0.8519, -0.7717, -0.9578, -0.7351, 0.296, -0.7269, -0.128, -0.5859, -0.8779, -0.8779, -0.4588, -0.6597, -0.8519, 0.0258, -0.4939]"
Mean Streets,"crime,drama","[0.9153, -0.9118, 0.8555, 0.7003, -0.886, -0.9022, -0.2732, -0.1779, 0.8074, -0.1027, 0.7096, 0.0772, 0.7845, 0.7845, -0.7579, 0.8481, 0.936, 0.891, -0.1027, 0.9501, 0.7845, -0.0516, 0.0258, -0.0516, 0.0, -0.1779, -0.2732, -0.0, 0.296, -0.4215, 0.6705, 0.5859, 0.743, -0.6808, 0.8225, -0.7717, -0.0516, -0.91, -0.3818, -0.5423, 0.5994, -0.2023, -0.0772, 0.5423, 0.1531, 0.3612, 0.7003, 0.9186, -0.0516, 0.0, 0.6486, -0.296, -0.4404, 0.6705, -0.9584, 0.4939, 0.9231, 0.9246, 0.8957, -0.9382, 0.0, -0.5106, 0.7351, -0.6249, -0.9451, 0.6249, 0.296, -0.8555, -0.0516, 0.5859, 0.1027, -0.9371, 0.6586, 0.9022, 0.8176, -0.6486, -0.4588, -0.2023, -0.2263, 0.6486, 0.7906, 0.4577, -0.296, 0.8316, 0.8519, 0.3612, 0.0352, 0.296, 0.743, 0.9231, 0.1027, 0.0, 0.6124, 0.5267, 0.0516, 0.8225, 0.7783, 0.926, 0.6808, 0.6124, 0.0772, 0.8225, -0.4215, -0.6249, -0.2732, -0.7964, -0.3818, 0.6908, 0.9565, 0.128, 0.7845, 0.9169, 0.8511, 0.8555, 0.9287, 0.7579, -0.6124, -0.3818, -0.5994, 0.2263, 0.0, 0.9468, 0.9781, 0.6597, -0.743, 0.9628, 0.0, 0.6022, 0.6705, 0.4404, 0.7506, 0.6908, -0.25, 0.8126, -0.7783, 0.7717, 0.8807, -0.9761, -0.2023, 0.5267, 0.6124, -0.5423, 0.2263, -0.7184, 0.5106, 0.3008, -0.3612, -0.8481, 0.9729, 0.7096, 0.1779, 0.7906, 0.9201, 0.6705, -0.296, -0.6124, 0.5859, 0.2263, -0.4215, -0.8074, 0.2023, 0.8442, -0.7351, 0.25, -0.4767, 0.2732, -0.7184, -0.9118, 0.6249, 0.0516, 0.2263, -0.4588, -0.4939, -0.0516, 0.3182, 0.9042, -0.4019, -0.9169, 0.2732, 0.3818, -0.6374, -0.6667, 0.7003, -0.7351, 0.5106, 0.7184, -0.9382, -0.4215, -0.6486, 0.8885, -0.34, -0.6369, 0.5719, -0.6705, -0.8074, 0.7506, 0.9432, 0.9022, -0.5467, 0.2212]"
Max Payne,"action,crime,drama,thriller","[0.872, 0.2023, -0.8807, -0.7184, 0.8925, -0.6249, -0.0772, -0.9413, -0.872, 0.3612, 0.4404, -0.6249, -0.296, -0.6124, -0.25, 0.7269, -0.1354, -0.743, 0.6908, -0.1779, 0.1027, 0.0, 0.6486, -0.2263, -0.5719, 0.0, 0.8779, -0.7906, 0.8788, -0.8271, -0.5859, -0.9118, -0.296, -0.6124, 0.4588, 0.9062, -0.5574, 0.7096, -0.5859, -0.3818, -0.5719, 0.7845, -0.0516, 0.7351, 0.4215, 0.4767, -0.7845, 0.9081, 0.946, 0.2732, 0.2732, -0.93, -0.296, 0.4019, 0.836, -0.4019, -0.4215, 0.6705, 0.8779, -0.8271, -0.8225, -0.6124, -0.4588, -0.7003, -0.5267, -0.7717, -0.9153, -0.4215, -0.0, -0.6808, 0.296, -0.8519, 0.9186, 0.1531, -0.8555, 0.0258, -0.8316, -0.836, -0.8519, -0.9313, -0.5106, -0.9042, -0.0772, -0.6249, 0.1779, -0.4767, 0.2263, -0.9118, 0.4588, 0.128, -0.6369, 0.8658, 0.9201, 0.128, -0.7506, -0.0258, -0.5859, -0.5267, -0.128, -0.2654, -0.7351, -0.6705, 0.0258, -0.8934, -0.5106, 0.5423, 0.4215, 0.3818, 0.7506, -0.3818, 0.5719, -0.4404, 0.8316, 0.1027, -0.1761, 0.2023, 0.3612, -0.6908, 0.0516, -0.7845, 0.128, -0.7783, -0.6597, 0.6908, -0.7369, -0.128, -0.743, -0.5423, 0.7227, 0.3818, 0.836, -0.5994, 0.6808, 0.4767, 0.5106, -0.872, 0.25, 0.0772, -0.7096, -0.4939, -0.8658, -0.8807, -0.8658, -0.6486, -0.9246, -0.4404, -0.7579, 0.78, 0.6597, -0.8658, 0.7717, 0.1027, -0.128, 0.5574, -0.8316, -0.7269, -0.8442, -0.0772, -0.5574, -0.8481, -0.5719, 0.34, 0.4767, -0.6705, 0.2732, -0.8519, -0.802, 0.6249, 0.0, -0.6486, -0.2263, -0.1531, -0.7906, -0.1779, 0.0516, 0.6124, -0.6369, -0.7184, -0.6705, -0.1531, -0.4767, 0.9136, 0.3818, -0.8481, -0.8689, -0.8807, 0.9726, -0.8428, 0.9635, -0.743, 0.2315, -0.1531, -0.34, 0.7351, 0.8689, 0.0, -0.5574, -0.9753, 0.5423, 0.836]"
Megamind,"animation,action,comedy,family,sci-fi","[0.8225, 0.8979, -0.1027, -0.0516, -0.1027, 0.4588, 0.8074, 0.4019, 0.6486, -0.4588, 0.4902, 0.7184, -0.4654, -0.4215, 0.1027, -0.7717, 0.7964, -0.8555, -0.7717, -0.6486, 0.2732, 0.7906, 0.9274, -0.8779, 0.8885, -0.7506, 0.886, -0.5859, 0.8442, 0.128, 0.6597, 0.3818, -0.3182, 0.0, 0.9738, -0.3818, 0.8891, -0.0258, 0.836, 0.9757, 0.9552, 0.5209, 0.743, -0.9201, 0.9732, -0.2732, 0.4404, 0.8225, 0.8176, 0.8885, 0.1779, 0.9274, 0.6854, 0.5859, 0.296, 0.0, -0.9136, 0.9217, 0.4939, -0.7906, 0.7906, 0.9201, -0.8176, 0.1779, 0.4767, 0.9413, 0.9738, 0.9153, -0.0074, -0.6395, 0.9217, -0.5994, -0.7184, -0.5574, -0.4404, -0.2732, 0.8316, 0.7783, 0.8779, 0.9423, 0.3818, 0.8625, -0.4019, 0.5106, 0.9735, 0.8411, 0.7717, 0.1779, 0.0, 0.9081, -0.0258, 0.4019, 0.8555, 0.8225, 0.7003, -0.8271, 0.926, 0.969, -0.8834, -0.5267, 0.6249, 0.5574, -0.34, 0.765, 0.9246, 0.5719, -0.6908, -0.9231, 0.8126, 0.1027, -0.5994, 0.128, 0.2732, 0.2263, -0.6249, 0.6915, -0.5106, -0.9666, -0.9325, -0.9371, 0.1779, 0.4404, -0.6486, 0.8176, -0.6705, -0.7351, -0.3182, -0.0516, -0.7096, -0.2263, -0.5994, -0.0516, 0.0258, -0.8591, 0.128, -0.2263, 0.8402, 0.7464, 0.875, -0.1779, 0.8665, 0.9246, 0.7096, -0.8271, -0.1779, 0.4404, 0.9584, 0.9686, -0.1779, 0.8519, 0.8074, -0.9062, 0.5574, 0.2263, 0.836, -0.8634, -0.6908, -0.872, 0.0, 0.34, 0.4215, -0.2263, -0.9217, -0.2732, 0.8261, -0.5267, 0.101, 0.3182, -0.3182, -0.9776, -0.5574, -0.34, -0.6369, 0.34, 0.2732, 0.915, 0.8519, 0.9042, 0.4404, 0.6597, -0.7964, 0.0, 0.4588, 0.8519, -0.4576, -0.8126, -0.1531, -0.8271, -0.9524, -0.7096, 0.9451, -0.2263, 0.1027, 0.9726, 0.8658, 0.3818, 0.4019, 0.9747, 0.6369, -0.2263]"
"Mechanic, The","action,crime,thriller","[-0.1531, -0.2023, -0.8979, -0.9001, -0.3425, -0.7203, -0.802, 0.802, 0.3612, 0.9423, 0.1779, 0.6486, -0.1513, 0.1779, -0.8176, -0.1531, 0.8271, 0.6124, 0.9531, 0.7506, 0.6597, -0.0258, -0.4215, 0.6808, 0.9413, -0.743, 0.9325, -0.6486, 0.9442, 0.959, 0.9136, 0.9509, 0.8481, 0.7906, 0.875, -0.9217, -0.3182, -0.4215, -0.0516, -0.0258, 0.5423, 0.7845, 0.0772, -0.9081, -0.886, -0.9201, -0.34, 0.8658, 0.4588, 0.8834, 0.9595, 0.802, -0.4215, 0.9022, -0.936, 0.7184, 0.6249, 0.7096, 0.1027, -0.2263, 0.9349, -0.1779, 0.4215, 0.8979, -0.1779, -0.5719, 0.9821, -0.8074, -0.886, 0.128, 0.4019, -0.9169, -0.954, -0.6808, -0.9081, 0.4939, -0.2874, -0.8689, -0.8834, -0.836, 0.6249, -0.8934, -0.8979, 0.8316, 0.3182, 0.5106, 0.7906, 0.4588, -0.9337, -0.0772, 0.9552, 0.4929, -0.5664, 0.5423, 0.4588, 0.8591, 0.802, -0.9618, -0.7845, 0.8591, -0.6124, -0.9705, 0.9485, 0.9153, 0.802, -0.9451, -0.9808, -0.8807, -0.8074, -0.0516, 0.0, -0.6486, 0.3818, 0.0747, -0.0516, 0.8074, 0.296, 0.9493, -0.743, -0.5719, -0.4404, -0.296, -0.2023, -0.5423, 0.9201, -0.969, -0.5606, -0.7269, 0.1531, -0.6486, -0.9839, -0.6124, -0.6369, 0.8402, 0.8979, -0.9382, -0.2732, 0.0516, 0.0516, -0.891, 0.6597, -0.8834, 0.7506, 0.2732, 0.8271, 0.91, 0.836, 0.8632, 0.549, 0.946, 0.8271, -0.6705, 0.8316, 0.4404, -0.3182, 0.4767, -0.5267, -0.5719, 0.5859, -0.91, -0.6597, -0.0772, 0.5267, 0.5719, 0.8591, 0.8519, -0.8225, 0.9001, -0.6124, -0.8519, 0.3182, -0.1531, -0.34, 0.7184, 0.8885, -0.6497, -0.4019, -0.0516, 0.5719, -0.7351, -0.5574, -0.802, -0.91, -0.6124, -0.4588, -0.8658, -0.6705, -0.9601, -0.34, -0.4215, -0.7103, -0.34, -0.8402, -0.8979, -0.128, -0.5627, -0.6124, 0.7783, 0.1027, -0.0772]"
Meet Joe Black,"fantasy,mystery,romance,drama","[0.836, -0.8807, 0.296, 0.9432, 0.802, 0.9022, 0.93, -0.6908, 0.9485, 0.5106, 0.6369, 0.9595, 0.9393, 0.9661, 0.9022, 0.8316, 0.6808, 0.9274, 0.9806, 0.8074, 0.6486, 0.1779, 0.8402, 0.9022, 0.9661, 0.2263, -0.9559, -0.8555, -0.8752, -0.34, 0.9313, 0.8979, 0.5267, 0.0258, 0.8625, 0.6705, -0.765, 0.7096, 0.9571, 0.5267, 0.0, 0.8986, -0.0516, -0.8074, -0.8176, -0.9578, 0.6486, 0.128, 0.8625, 0.9442, 0.7783, 0.8555, 0.7717, 0.6369, 0.9393, 0.3182, 0.9186, 0.5994, 0.9325, 0.802, 0.7184, 0.7184, 0.9118, 0.8957, 0.9643, 0.9477, 0.9513, 0.3818, 0.8402, 0.9657, 0.8176, 0.9856, 0.0, -0.2023, 0.9337, 0.6597, 0.743, 0.93, 0.9552, 0.9477, -0.7579, 0.8074, -0.7579, 0.8481, 0.8807, -0.7351, -0.8979, -0.7184, 0.9382, 0.886, 0.9246, 0.8519, 0.6486, -0.1027, 0.296, 0.4019, 0.946, -0.8591, 0.9531, 0.8957, 0.7184, 0.428, 0.8591, 0.9246, 0.9531, 0.802, 0.765, -0.8885, 0.9393, 0.296, 0.9136, 0.836, -0.0772, -0.8225, 0.0, 0.9062, 0.765, 0.891, 0.7351, 0.4215, 0.8402, 0.8481, -0.1053, 0.886, 0.5994, 0.9678, 0.3008, 0.9217, 0.4767, 0.8271, 0.9393, 0.3612, 0.4215, 0.875, -0.296, -0.6369, 0.7003, 0.8074, 0.4939, 0.6369, 0.9588, 0.9873, 0.9393, -0.8658, 0.8658, -0.4939, 0.0772, -0.6249, 0.6124, 0.1531, 0.8778, 0.9705, 0.5106, 0.4588, 0.6808, -0.6486, 0.9313, 0.93, 0.8834, 0.9716, 0.7906, 0.7351, 0.9781, 0.457, 0.7717, 0.9413, 0.9231, 0.8934, 0.8519, 0.8934, 0.8402, 0.3535, 0.9721, 0.9702, 0.9652, 0.9552, 0.9081, 0.5423, 0.9887, -0.6486, 0.6808, 0.8519, -0.9186, -0.7717, -0.3182, 0.5859, 0.3612, 0.9538, 0.8834, 0.9217, 0.8885, 0.4588, 0.1531, 0.872, -0.0258, 0.2732, -0.34, 0.8225, 0.128, 0.9325]"
Men In Black,"action,comedy,sci-fi","[-0.6808, 0.1027, 0.0, -0.0516, -0.5859, 0.9738, 0.8316, 0.2732, -0.0258, -0.128, 0.7783, 0.7783, 0.1531, -0.5106, 0.5106, 0.743, -0.7845, 0.3182, 0.8316, -0.7096, 0.0516, -0.9753, -0.5106, -0.9042, 0.1779, 0.1531, 0.6705, -0.0516, -0.0516, -0.8481, -0.5267, -0.8555, -0.9393, 0.7269, 0.8126, -0.4939, 0.886, -0.296, -0.7351, -0.6597, -0.875, 0.1027, 0.3612, -0.0516, 0.8442, 0.765, 0.9153, 0.9834, 0.9642, -0.7184, 0.9559, -0.8316, -0.8176, -0.4939, -0.7184, 0.5106, 0.6705, -0.4767, 0.8834, -0.5106, 0.6077, 0.3818, 0.4019, 0.4767, -0.4404, -0.2732, 0.5106, 0.5859, 0.0, 0.2732, 0.9118, 0.2263, 0.7906, 0.7269, 0.6705, 0.8225, 0.4939, 0.2263, 0.7717, 0.5267, 0.9432, -0.3818, 0.5994, 0.6808, 0.0258, 0.7096, 0.0772, 0.0202, -0.6908, -0.7269, 0.2023, -0.5994, 0.9584, -0.3818, 0.5106, 0.8201, -0.3182, -0.9118, 0.4215, -0.8176, 0.8885, -0.6486, -0.6808, -0.8176, -0.8126, -0.7003, 0.1027, -0.3818, 0.7506, 0.8856, -0.0258, 0.5574, 0.9325, 0.4035, -0.802, 0.4019, -0.6486, -0.8689, -0.9633, -0.6808, -0.3067, -0.5423, 0.0772, 0.0516, 0.3612, -0.1531, 0.25, 0.6908, -0.0258, -0.872, -0.3818, 0.6705, 0.5106, -0.8176, -0.8074, -0.936, -0.9509, -0.25, 0.5106, -0.0, -0.9485, 0.3612, 0.7351, 0.296, 0.1531, 0.34, 0.7497, -0.3612, 0.7096, -0.9231, -0.4939, -0.34, -0.8176, 0.7906, 0.5719, -0.7783, -0.6908, 0.4019, -0.5267, 0.0258, -0.3818, -0.5423, -0.8316, -0.296, -0.9716, 0.5574, 0.3182, 0.6369, 0.1531, 0.8402, -0.5719, -0.1779, -0.891, 0.6808, -0.5994, -0.6705, -0.25, -0.8979, -0.8402, 0.8402, 0.8316, 0.8591, 0.6249, -0.9337, 0.8363, -0.6597, 0.7096, -0.8481, -0.2263, -0.8481, 0.8591, -0.8074, 0.8689, -0.9118, -0.743, -0.8176, 0.8555, 0.6705, -0.9232, 0.2732]"
Memento,"drama,mystery,thriller","[-0.2023, -0.875, -0.9062, -0.0258, -0.9186, -0.8779, 0.296, 0.8481, 0.7845, -0.743, -0.6369, 0.7783, -0.6808, 0.9022, 0.9545, -0.4019, 0.8834, 0.9062, 0.3818, 0.4939, 0.0516, -0.9062, -0.743, -0.4019, -0.5719, 0.4767, 0.5106, 0.8689, -0.7845, 0.9607, 0.91, 0.1027, 0.7351, -0.8779, 0.0253, 0.8658, -0.6808, 0.7717, 0.8402, -0.6124, 0.6705, 0.9081, 0.2732, 0.3612, -0.7579, -0.0516, 0.9017, 0.1027, 0.9712, -0.6597, -0.9559, -0.959, 0.2263, 0.3045, 0.9666, -0.8126, 0.7783, 0.7717, 0.8074, 0.8675, 0.308, -0.2263, 0.3182, 0.9538, 0.25, -0.7783, -0.7351, 0.1779, -0.6369, -0.8834, -0.4588, -0.7283, -0.1027, 0.4215, 0.6908, -0.1779, 0.296, -0.9246, -0.9217, 0.5859, -0.886, -0.8591, -0.8861, -0.9118, 0.25, 0.6597, 0.7506, 0.4767, -0.1531, -0.5719, 0.7184, 0.6423, 0.6705, -0.1779, 0.7783, 0.4767, 0.9217, 0.4767, 0.9337, 0.6249, 0.9524, -0.3818, -0.3818, -0.743, 0.7579, -0.0772, -0.1779, -0.886, 0.9432, -0.8442, -0.8271, -0.4184, -0.9853, -0.9935, -0.9801, 0.34, 0.5274, 0.34, 0.2732, 0.7351, -0.91, 0.7906, 0.25, 0.7003, 0.1779, -0.0516, -0.4588, 0.4404, 0.3612, -0.5994, -0.7269, -0.6597, 0.2732, 0.9162, 0.9661, 0.9153, -0.4404, -0.3612, -0.8591, 0.4767, 0.4215, -0.9153, -0.7717, -0.4019, -0.2263, 0.9545, 0.6249, -0.0772, -0.296, -0.8807, -0.7579, -0.743, -0.7184, -0.7506, -0.91, -0.9325, -0.8957, -0.0516, -0.9306, -0.5574, 0.8779, -0.9849, 0.4588, -0.6369, -0.8316, -0.7579, 0.34, -0.9735, -0.2023, -0.3182, 0.296, 0.666, 0.5158, 0.1531, -0.8555, 0.8834, 0.1027, 0.3182, -0.5423, -0.7906, 0.0, 0.9062, -0.5106, 0.4215, -0.3612, 0.9136, -0.2023, -0.8176, -0.8402, 0.8625, 0.4215, -0.1531, -0.0772, -0.1556, -0.7342, 0.6908, 0.5423, -0.4215, 0.3818, 0.9685]"
Meet John Doe,"comedy,drama","[0.5267, -0.7287, 0.9022, -0.7906, 0.8074, -0.2263, -0.5106, -0.3818, -0.2732, 0.1779, 0.3818, 0.4215, 0.5423, 0.1027, 0.6705, 0.3612, 0.5106, 0.7783, -0.3182, 0.9371, -0.9643, -0.7102, 0.4404, 0.8176, 0.6486, 0.9501, 0.128, 0.7003, 0.6369, 0.9246, 0.6486, 0.3612, 0.8885, 0.8591, 0.9618, 0.9571, 0.8555, -0.5574, 0.7232, 0.743, 0.886, -0.7096, 0.7579, 0.4215, 0.765, 0.6124, 0.8779, 0.8957, 0.9062, 0.8074, -0.9169, -0.296, -0.128, 0.8126, -0.204, 0.9623, 0.8271, 0.6908, 0.8555, 0.7579, 0.8807, 0.9432, 0.0, 0.0772, 0.6597, 0.7184, 0.765, -0.2023, 0.9201, 0.5106, 0.2263, 0.4588, 0.9287, 0.4939, 0.6369, 0.8934, 0.9042, 0.836, 0.9217, 0.9274, 0.9287, -0.8176, 0.9914, 0.9001, -0.4404, 0.802, 0.8779, 0.9552, -0.7506, 0.8402, 0.7096, -0.0516, 0.8658, 0.6808, 0.8402, 0.891, 0.8979, 0.9423, 0.4019, 0.802, 0.8271, 0.9674, 0.9825, 0.903, -0.0772, 0.9584, 0.9136, 0.9316, 0.9648, -0.5267, -0.2023, -0.4767, 0.0, 0.875, 0.7717, -0.4019, 0.7579, 0.6249, 0.7184, 0.9612, 0.9001, 0.9842, 0.8126, 0.8979, 0.9153, 0.8689, 0.7506, 0.802, 0.5267, 0.6908, 0.9741, 0.9808, 0.91, 0.8957, 0.8934, 0.9691, 0.8876, 0.9791, 0.875, 0.5423, 0.25, 0.7015, 0.1027, 0.0997, -0.8779, -0.9118, -0.4588, 0.743, 0.2732, 0.0258, 0.8658, -0.4939, 0.5994, 0.9393, 0.2023, -0.6486, 0.3182, -0.6124, -0.9423, -0.9186, -0.4215, 0.6908, -0.9153, 0.4404, -0.0516, 0.8591, 0.2023, -0.8807, -0.7096, -0.5994, -0.6124, 0.2023, 0.4404, -0.9287, -0.8625, 0.2023, 0.7184, -0.2732, -0.7506, 0.5859, -0.5719, 0.91, 0.4215, -0.8807, 0.9022, -0.6369, 0.0, 0.3182, -0.5574, 0.802, 0.5106, 0.6124, -0.9001, -0.6249, 0.5106, 0.5719, -0.8625, -0.296, 0.7269, -0.1027]"
Men In Black 3,"action,comedy,sci-fi","[-0.872, -0.8074, 0.128, 0.0, -0.6908, -0.3182, 0.9153, -0.743, -0.9729, -0.9666, -0.4404, 0.0258, 0.2023, 0.9217, 0.7845, -0.7269, 0.3612, 0.9393, -0.765, 0.4767, -0.8126, 0.3818, -0.8508, -0.0258, -0.9485, 0.7351, 0.4939, 0.7184, 0.8555, -0.8316, 0.0, 0.6124, 0.9524, 0.7717, 0.765, 0.9531, -0.9231, -0.9719, 0.5719, -0.6486, 0.8979, -0.93, 0.8271, 0.296, 0.9001, 0.7269, -0.7506, -0.6597, -0.743, 0.6908, 0.2263, 0.34, -0.5574, -0.4019, 0.8481, 0.1531, -0.2732, 0.8271, 0.8658, 0.9565, 0.9201, 0.3818, 0.6486, 0.9217, 0.3182, 0.891, 0.6124, -0.34, 0.8658, -0.1531, 0.5859, 0.3612, 0.9153, 0.6124, 0.9001, -0.7845, -0.9812, 0.8176, -0.34, 0.3612, 0.7964, 0.8176, 0.34, 0.3612, 0.8625, -0.6952, 0.4019, 0.34, -0.7783, -0.0772, -0.8126, -0.9118, -0.836, 0.7783, 0.6705, -0.7717, 0.802, -0.9661, 0.9217, -0.5719, 0.7783, 0.6705, 0.25, -0.2568, -0.6369, 0.5106, -0.6705, 0.8979, -0.2263, -0.9565, -0.0258, 0.891, -0.6369, -0.6124, -0.6486, -0.6808, 0.7579, 0.7506, -0.128, 0.7184, -0.2263, -0.296, -0.9764, -0.8316, 0.8658, 0.8271, -0.5859, -0.9337, -0.0772, 0.2732, 0.8807, -0.1779, -0.9001, -0.8519, -0.5719, 0.5423, -0.765, -0.2023, 0.5719, 0.3612, -0.9477, 0.8834, 0.1027, -0.6908, 0.4215, 0.6808, 0.8271, 0.128, 0.8442, 0.9201, 0.8625, 0.872, 0.5423, -0.8658, 0.2023, -0.5106, 0.9678, -0.6369, -0.9413, -0.2263, 0.1027, 0.872, -0.5267, 0.3182, 0.6369, 0.5994, 0.6808, 0.0, -0.3182, 0.0, 0.8402, -0.6249, 0.875, -0.5859, -0.9468, 0.5859, -0.7732, -0.5719, -0.7964, 0.6124, 0.3182, 0.2732, -0.6908, -0.2023, 0.6705, 0.0258, 0.9595, 0.9393, 0.34, 0.1027, -0.9325, -0.9349, -0.8834, 0.946, 0.5719, 0.8176, 0.9337, -0.91, 0.9801, 0.9705]"
Metro,"action,thriller,drama","[-0.1531, 0.0772, -0.9153, 0.7579, -0.7783, -0.9246, 0.2263, -0.128, 0.8126, -0.9153, -0.4404, -0.91, -0.9413, -0.016, 0.9371, 0.2023, -0.4939, 0.8934, 0.1779, 0.6369, 0.8402, -0.1027, 0.9062, 0.8442, 0.5267, 0.891, 0.5574, -0.6597, -0.1779, 0.8658, -0.128, -0.886, 0.5267, 0.5994, 0.8402, 0.4215, -0.7003, -0.25, -0.7717, -0.4215, -0.0258, 0.5859, -0.2263, -0.1531, 0.7351, -0.34, -0.6705, 0.8402, -0.8625, -0.4215, -0.8908, -0.5106, -0.5423, 0.9313, -0.0516, 0.7351, -0.2023, 0.0258, 0.5574, -0.1027, -0.5994, 0.2263, -0.9744, -0.7184, -0.9274, -0.5946, -0.8442, 0.9136, 0.6124, 0.5859, -0.651, -0.9201, 0.4404, 0.128, -0.7184, 0.8402, 0.0258, 0.765, 0.5859, 0.1548, 0.5719, 0.7579, 0.3391, 0.8271, 0.128, -0.7906, -0.5719, 0.4404, -0.6249, 0.5719, 0.0, 0.9524, 0.6597, 0.128, -0.6124, -0.91, 0.8176, -0.9565, 0.296, -0.8271, -0.4404, 0.1027, -0.9661, -0.7184, -0.8126, -0.9578, -0.93, 0.1027, -0.8979, -0.7096, -0.743, -0.7269, -0.765, -0.4215, -0.8689, -0.9783, -0.9825, 0.2263, 0.5574, 0.891, 0.6124, 0.7562, -0.5423, -0.9781, 0.8225, -0.1531, 0.6124, 0.7184, -0.6705, -0.7906, -0.8176, -0.9643, -0.8555, -0.9485, -0.8834, 0.4019, -0.0258, 0.8442, -0.6808, 0.6486, -0.9382, -0.8126, 0.5719, -0.8957, -0.743, 0.2023, -0.5859, -0.7783, -0.7964, -0.7906, -0.3892, 0.9571, 0.9531, -0.7783, -0.0, -0.6908, 0.6486, -0.1779, 0.128, -0.7717, 0.2263, -0.8074, 0.6486, 0.8885, -0.6249, 0.296, -0.765, -0.8442, -0.9423, -0.6124, -0.34, 0.1531, -0.5859, -0.4939, -0.128, -0.8957, 0.5423, -0.7003, 0.9374, 0.9313, 0.2732, -0.5423, -0.6605, -0.4019, 0.3182, -0.6808, -0.9468, -0.8689, -0.875, -0.8807, -0.926, -0.8271, -0.936, -0.6249, 0.4019, -0.3818, -0.6517, 0.7717, -0.9153, 0.8271]"
