movie,genre,compound
They,"horror,thriller","[0.5267, 0.8885, 0.8625, 0.7579, 0.9565, 0.5994, 0.5106, 0.5267, 0.9062, 0.872, 0.9413, 0.936, 0.6249, -0.5574, -0.4019, 0.6124, 0.8225, -0.4215, -0.6705, 0.91, 0.2023, -0.765, 0.6486, -0.8555, -0.3182, 0.25, -0.4019, -0.3041, 0.9201, -0.4588, -0.9274, -0.9273, -0.4019, 0.079, -0.3182, 0.2732, -0.6597, -0.1531, 0.0, 0.7964, -0.5859, -0.3818, -0.8834, -0.891, 0.2263, 0.4779, 0.3182, -0.7506, 0.0516, 0.9169, 0.3182, -0.743, 0.8587, 0.9423, 0.4215, 0.6597, 0.9313, 0.8625, 0.1027, 0.5106, 0.4779, -0.5574, 0.2023, 0.7906, -0.4434, 0.9164, 0.128, 0.296, 0.4939, -0.7506, 0.6369, 0.1779, -0.25, 0.0, 0.8885, -0.8481, 0.128, -0.5994, 0.886, 0.8402, 0.5719, 0.6605, 0.6597, -0.4588, -0.8271, 0.6494, -0.743, -0.0772, -0.8271, -0.6249, 0.872, 0.6705, -0.4588, 0.8074, 0.1531, -0.7506, 0.9638, -0.1027, -0.8074, 0.7269, 0.6908, 0.4404, -0.0258, 0.7783, 0.4767, 0.296, 0.9231, -0.8955, 0.5719, 0.0, -0.5267, 0.4939, -0.296, -0.2732, 0.5106, 0.8779, -0.1779, 0.8402, 0.6712, 0.765, -0.6705, -0.8727, 0.0534, -0.2023, -0.7717, -0.9712, -0.6293, -0.296, -0.3818, 0.2023, 0.4404, 0.9371, -0.5267, -0.1027, -0.6486, -0.7906, -0.3818, 0.296, -0.1531, -0.7269, -0.4588, 0.2023, -0.5994, -0.2263, -0.25, 0.0258, -0.4767, -0.802, -0.6369, 0.875, -0.9231, -0.7579, -0.7579, -0.0772, -0.6124, 0.1779, -0.5859, -0.9201, 0.6369, 0.6369, 0.7865, 0.8658, -0.3818, -0.8225, -0.4588, -0.6597, -0.6597, -0.9371, -0.3612, 0.25, -0.2023, 0.8074, -0.4939, 0.0, 0.6908, 0.3612, -0.6771, -0.3612, -0.6597, 0.1531, -0.5574, -0.1531, 0.8074, -0.6369, 0.128, 0.5719, 0.5106, 0.5106, -0.1531, 0.3818, -0.7574, -0.3818, -0.5994, -0.5719, 0.5106, 0.3612, -0.7506, 0.6249, 0.9666, -0.891]"
Thirteen Days,,"[0.4215, -0.743, -0.8316, 0.7506, -0.2023, 0.5859, 0.6249, -0.891, 0.9723, -0.2732, 0.8442, 0.8481, -0.7906, 0.1531, -0.296, -0.4939, -0.9432, 0.9753, 0.3182, 0.5719, -0.4767, -0.9186, -0.9217, 0.0516, -0.0772, -0.5719, -0.9801, -0.4767, -0.0772, -0.6369, -0.6597, 0.2732, 0.4215, -0.9451, 0.8519, 0.9393, -0.7717, 0.128, -0.5106, -0.9595, 0.2023, -0.6249, 0.8176, -0.128, 0.3182, 0.2263, -0.6486, -0.9062, -0.9747, -0.9747, -0.0772, -0.6486, -0.9022, -0.8126, -0.7184, -0.3818, 0.8625, -0.6923, 0.7906, 0.8979, -0.8923, -0.9837, -0.2732, -0.7096, 0.8074, -0.1027, 0.34, 0.9657, -0.4767, -0.0772, -0.3879, -0.5267, -0.7184, 0.5994, -0.8834, -0.9371, 0.5859, -0.34, -0.7906, -0.802, 0.6705, -0.7783, 0.1779, -0.5267, -0.8807, 0.4588, -0.128, -0.4019, -0.9042, -0.8442, -0.9666, 0.128, 0.8519, 0.9403, 0.5267, -0.8689, -0.8885, -0.9601, 0.6124, 0.25, 0.2732, 0.3612, 0.743, 0.0, -0.5423, -0.4215, -0.1027, 0.6705, -0.5423, -0.2263, 0.128, 0.7506, 0.5719, -0.9169, -0.891, -0.7783, -0.8176, 0.8225, -0.8934, -0.5574, -0.2268, -0.93, -0.8689, 0.0258, 0.9217, 0.25, 0.8176, 0.9607, -0.8519, -0.3612, 0.8689, 0.4588, 0.4019, -0.5267, 0.7783, -0.9287, -0.9595, -0.9545, 0.2023, 0.8176, 0.8225, 0.5574, 0.1027, 0.93, 0.5574, -0.7269, 0.8957, 0.7845, -0.8176, 0.8957, -0.25, 0.7579, 0.836, 0.2682, -0.34, -0.6597, -0.7845, -0.4404, 0.8074, 0.9201, -0.7003, 0.9371, 0.8442, 0.6597, -0.7964, 0.1531, -0.9734, -0.875, -0.5574, 0.8591, 0.4939, -0.891, -0.8807, -0.5267, 0.3182, 0.4019, -0.4939, 0.8591, 0.93, -0.506, -0.743, -0.7845, 0.7964, -0.5106, 0.9201, -0.9643, -0.9552, 0.5574, 0.967, 0.6249, -0.25, 0.8907, 0.25, 0.9022, 0.9337, 0.7184, -0.9169, 0.9442, 0.7096, -0.2732]"
This Boy'S Life,drama,"[0.8402, 0.9201, 0.6597, -0.7351, -0.8689, 0.5423, 0.8316, 0.2732, 0.9085, -0.743, -0.1779, 0.2263, 0.6597, 0.1911, 0.2263, -0.7717, 0.5859, 0.936, 0.8834, 0.5859, 0.4939, 0.3384, -0.296, 0.34, 0.9274, 0.8591, 0.9524, 0.5859, 0.8402, -0.9042, 0.4144, 0.7506, -0.5994, 0.9741, 0.9571, 0.5423, 0.9628, 0.1027, 0.1531, 0.9801, 0.1027, -0.9044, 0.4019, 0.8126, 0.8625, 0.8316, 0.8074, 0.8658, -0.875, -0.743, 0.8074, 0.6597, 0.946, 0.2263, 0.8779, 0.9601, 0.1531, -0.6124, 0.6597, -0.1531, 0.6705, 0.8176, 0.6295, -0.7783, -0.5442, 0.5267, -0.4019, -0.9022, -0.9413, 0.6705, 0.4939, 0.7096, 0.7269, 0.9477, -0.6808, -0.8934, 0.5267, 0.9753, 0.8402, 0.6908, 0.8591, 0.4215, 0.8625, 0.8519, 0.9382, -0.8481, -0.8271, 0.1779, 0.8402, 0.9648, 0.4588, 0.9442, -0.6597, 0.7003, 0.6808, 0.0, 0.7579, 0.9517, 0.9769, 0.9274, -0.2263, 0.9382, 0.9485, 0.9313, -0.9186, 0.25, -0.2732, 0.1779, -0.6249, -0.25, -0.296, -0.7351, 0.9753, 0.8555, 0.2723, 0.8554, 0.9849, 0.8807, 0.5978, 0.2732, 0.7783, 0.6124, 0.4215, 0.891, 0.8074, 0.4019, 0.7964, -0.4404, 0.8481, 0.6908, 0.8402, 0.9337, 0.765, 0.1779, 0.2023, 0.8074, 0.7184, 0.9287, -0.9493, 0.8316, 0.128, 0.4404, 0.9628, 0.8658, -0.2732, -0.9393, 0.6808, 0.9371, 0.6597, 0.4215, 0.9313, -0.8658, 0.0258, 0.7506, 0.9698, 0.8515, 0.6705, 0.7096, -0.5423, 0.2263, -0.6189, -0.4215, -0.4767, 0.743, 0.7184, 0.7096, -0.5859, 0.2023, -0.7351, -0.2023, 0.8225, 0.5423, 0.5267, 0.7506, 0.25, 0.8442, 0.9393, 0.8934, 0.5859, 0.0258, 0.1531, 0.1531, 0.9287, 0.8807, 0.6808, 0.9022, -0.7269, 0.7096, 0.3612, -0.1779, -0.8779, -0.9382, -0.3182, -0.9726, 0.2732, 0.7003, 0.1027, 0.886, 0.8934, 0.9607]"
Thor Ragnarok,"action,adventure,comedy","[-0.6486, -0.5719, -0.9403, 0.6908, -0.0516, -0.6808, -0.7918, -0.0258, 0.7964, -0.9153, 0.1779, 0.2732, 0.3818, -0.0258, -0.5423, 0.7845, 0.4588, -0.875, 0.8271, -0.5171, 0.9451, -0.1779, -0.9118, 0.5106, -0.7579, 0.2732, 0.836, 0.743, 0.0, 0.6597, 0.9022, 0.2263, 0.1531, -0.8555, 0.6705, -0.5106, -0.4019, -0.6124, -0.9217, 0.8316, -0.7506, -0.0516, -0.128, -0.6369, -0.5994, -0.7096, -0.6486, -0.9509, -0.4588, -0.2023, -0.5106, 0.9819, 0.7003, 0.926, 0.4173, 0.8591, 0.9403, 0.4195, 0.5574, 0.926, 0.3182, 0.6705, 0.8957, -0.7717, 0.5574, -0.2748, -0.5859, 0.9628, -0.296, -0.9719, 0.926, -0.8442, -0.9628, 0.7783, 0.8982, 0.9217, -0.8442, -0.3612, 0.8779, 0.234, 0.9509, 0.1027, -0.91, 0.9042, 0.8402, -0.7005, -0.0, 0.9325, -0.1531, 0.3612, 0.5574, -0.34, 0.8074, 0.7184, 0.9729, -0.0258, 0.743, 0.8689, -0.5864, -0.4939, -0.8481, -0.9682, -0.9682, 0.8834, -0.9451, -0.9403, -0.5859, -0.1779, 0.9118, 0.9442, 0.7351, -0.5423, -0.34, 0.8834, 0.128, -0.8442, -0.0772, -0.8402, 0.9313, 0.4588, -0.9612, -0.9753, -0.9186, 0.8934, -0.7351, -0.4019, 0.7096, 0.9201, -0.5994, 0.8885, 0.7003, -0.5267, 0.5423, 0.9552, -0.4767, 0.2732, 0.24, 0.7096, 0.7717, 0.6705, -0.8074, 0.1725, 0.9413, 0.9531, -0.7717, 0.0772, 0.7506, 0.886, -0.9217, 0.1027, -0.2732, -0.9618, -0.4767, 0.6705, -0.5719, -0.3182, -0.7506, 0.2023, -0.93, -0.4215, -0.6597, -0.8591, 0.2732, -0.3818, -0.1531, -0.5719, -0.5216, 0.7717, -0.9382, -0.5574, -0.2263, -0.9666, -0.8689, 0.802, 0.128, -0.1531, 0.0772, 0.6675, 0.5719, 0.1027, -0.6369, -0.7351, 0.8481, -0.4588, 0.2705, -0.6249, -0.9246, -0.7579, -0.8519, -0.4588, 0.3612, -0.9337, -0.9337, -0.7564, -0.1531, 0.7579, 0.8481, 0.8979, -0.6124, 0.9325]"
Thor,"action,adventure,fantasy","[0.5994, 0.9612, 0.9509, -0.6597, -0.4767, 0.8957, 0.5859, -0.8074, 0.6369, 0.7964, 0.93, 0.5106, 0.9217, 0.8779, 0.8316, 0.9723, 0.9108, 0.9648, 0.802, 0.9423, 0.3818, 0.4767, 0.8402, 0.743, -0.8271, 0.8979, -0.4939, -0.9451, -0.8591, -0.9081, -0.7717, -0.5859, 0.7096, 0.6124, -0.8176, 0.3612, -0.2732, -0.1027, -0.0516, 0.3182, -0.6486, -0.5106, 0.5574, 0.2023, -0.4939, -0.9666, 0.4939, 0.8834, -0.836, 0.5106, -0.93, -0.9702, -0.5106, -0.8625, 0.8834, -0.7783, -0.2302, -0.7845, -0.6249, -0.9485, -0.9274, 0.7579, 0.7579, -0.975, 0.6808, -0.8176, 0.9524, -0.2263, 0.8481, -0.8316, 0.7269, 0.7096, -0.6486, 0.6369, 0.9477, -0.5106, -0.6486, -0.802, 0.9169, -0.8745, 0.0, -0.2649, -0.6242, 0.8402, -0.34, -0.9601, -0.8979, 0.5859, -0.0772, 0.7579, 0.6705, 0.34, 0.1779, 0.9169, 0.2732, 0.34, 0.9201, 0.4939, -0.0516, 0.4019, 0.128, -0.5106, 0.8779, -0.7783, 0.5859, -0.8402, 0.8519, -0.3182, 0.4767, 0.6486, 0.8747, 0.8658, 0.7783, 0.2732, -0.5267, 0.8957, 0.5106, -0.1531, 0.8519, 0.3182, -0.5423, -0.7096, -0.3612, 0.7184, -0.296, 0.34, -0.1779, 0.875, -0.9686, 0.3182, 0.1531, 0.9349, 0.6486, -0.9584, -0.6124, -0.9287, 0.296, 0.9371, 0.765, -0.1027, -0.9565, -0.7502, 0.8481, 0.6908, 0.9276, -0.9042, -0.8957, 0.9766, 0.8779, 0.9442, 0.9201, 0.0, -0.0772, -0.9698, 0.8779, 0.7269, 0.9313, 0.91, -0.836, 0.7096, 0.7003, 0.1461, -0.3818, -0.2263, 0.954, -0.25, -0.9442, -0.8689, -0.4685, -0.1779, -0.1779, -0.9698, -0.3182, 0.4173, -0.2023, -0.9828, -0.6808, -0.8779, -0.9393, 0.6369, 0.8442, 0.3182, 0.1531, -0.9442, 0.4588, -0.872, -0.3818, -0.5817, -0.2197, -0.6486, 0.5994, 0.0444, 0.7003, -0.765, -0.5423, -0.4767, 0.8779, 0.1793, 0.2263, 0.926]"
Three Kings,"action,adventure,war","[-0.5267, 0.25, -0.8885, -0.0258, 0.6808, -0.9201, -0.7783, -0.6808, -0.765, -0.6124, -0.25, -0.924, 0.91, 0.8934, -0.8658, -0.8934, -0.2023, -0.2732, -0.8176, -0.9153, 0.6605, -0.8689, -0.6597, 0.9136, -0.4019, 0.6808, 0.0516, -0.3182, -0.802, 0.2023, -0.3182, 0.875, 0.8176, -0.6808, 0.6249, -0.0772, -0.7845, 0.6249, -0.128, -0.4939, 0.3818, -0.7783, -0.9552, -0.7906, -0.2023, -0.9231, -0.9432, -0.0, -0.1531, -0.2263, 0.6808, 0.8074, -0.9349, -0.872, 0.3818, -0.9643, -0.9792, -0.97, -0.9552, -0.7906, -0.8126, -0.5574, -0.34, -0.4019, 0.1531, -0.8316, 0.936, -0.8934, -0.7096, -0.9855, -0.9477, -0.8555, -0.4939, -0.6908, 0.4019, 0.1779, 0.6124, 0.9153, 0.6808, 0.2732, -0.2516, 0.3384, 0.4404, -0.9657, -0.7269, 0.5477, -0.9484, 0.6705, -0.9714, -0.9775, -0.9794, -0.9669, -0.8555, -0.9325, -0.6808, -0.9169, -0.2263, 0.128, -0.8402, 0.0516, -0.8591, -0.34, -0.5106, -0.946, -0.7506, -0.959, -0.8779, -0.9153, -0.802, 0.8555, -0.8625, 0.4019, 0.9201, -0.3182, 0.4939, -0.34, 0.6486, -0.5267, -0.9001, -0.926, 0.34, -0.8934, -0.5496, -0.9118, 0.8807, 0.3182, 0.3612, -0.8689, -0.9638, -0.6124, -0.0258, 0.3818, 0.2023, 0.765, 0.9477, -0.8442, 0.4404, -0.9682, 0.9186, 0.2732, -0.7184, 0.9403, 0.8591, 0.5719, 0.6808, 0.6908, 0.9661, 0.3182, 0.8225, 0.5994, -0.875, -0.8779, 0.1027, 0.0516, -0.8689, -0.5719, -0.9652, -0.9524, -0.8749, -0.9217, -0.891, -0.9524, 0.1779, 0.7579, -0.9081, -0.7003, -0.8934, 0.9601, 0.2732, -0.6705, 0.2732, 0.8519, -0.7351, -0.8934, 0.6486, 0.5859, 0.4767, -0.4939, -0.296, 0.5267, -0.6705, 0.8519, -0.5106, -0.128, 0.926, 0.5719, 0.6908, -0.8074, -0.6486, 0.5267, -0.4019, -0.9451, -0.9781, -0.8885, 0.296, -0.4939, -0.8402, 0.8126, -0.8481, -0.802]"
Three Kings (Spoils Of War),"action,adventure,war","[-0.8176, 0.1027, -0.8591, -0.8481, -0.9349, -0.9601, 0.3197, 0.25, 0.0258, -0.1027, 0.8658, 0.7269, 0.3182, -0.7269, -0.9413, -0.6486, 0.2263, -0.8993, -0.4215, 0.4019, 0.4019, 0.6124, 0.4588, 0.9468, 0.5719, 0.6808, -0.8519, -0.0516, 0.5859, -0.8834, 0.6486, -0.7783, -0.0516, -0.2584, -0.34, 0.8934, -0.9524, 0.9153, 0.4019, 0.8402, 0.6908, 0.9403, 0.296, -0.1531, -0.6369, 0.5868, -0.5859, -0.6705, -0.9531, -0.1531, -0.0772, -0.875, -0.8779, -0.7717, 0.3612, 0.8807, -0.9571, -0.8402, 0.5423, -0.743, -0.8402, -0.6486, -0.743, -0.7783, -0.8316, -0.9612, 0.9186, 0.4939, 0.4939, -0.872, -0.9638, -0.5574, -0.34, 0.6597, -0.7269, 0.9218, -0.8126, -0.6908, 0.765, -0.8002, -0.9118, 0.8689, -0.9595, -0.3818, -0.34, 0.9468, 0.93, 0.9403, 0.6808, -0.0258, -0.765, -0.5859, -0.8271, -0.8934, 0.2023, -0.5423, -0.3612, 0.5859, -0.7579, 0.3612, -0.4404, 0.7906, 0.0516, -0.128, 0.2023, -0.8658, -0.9231, 0.0516, 0.9349, -0.9771, 0.5267, 0.4215, 0.7717, -0.296, 0.743, 0.9136, 0.765, -0.6124, 0.6597, 0.8316, -0.6597, -0.926, -0.9042, -0.9403, 0.7506, -0.8074, -0.9661, -0.9623, -0.8074, -0.0258, 0.7351, -0.6705, 0.4939, 0.8316, -0.93, -0.9493, -0.5, -0.8442, 0.9246, 0.8481, -0.7438, -0.9413, -0.7184, -0.9118, 0.5994, -0.8074, -0.9153, 0.9555, -0.1586, 0.1088, 0.5719, 0.8519, -0.4215, -0.2732, 0.9042, -0.7579, -0.9153, -0.8834, 0.9313, 0.8895, -0.9829, -0.8807, -0.926, 0.0516, -0.936, 0.8316, -0.6249, 0.0258, -0.9753, -0.8176, 0.6249, -0.9413, 0.1779, 0.7506, 0.8625, -0.4215, -0.946, -0.8591, -0.7506, -0.7269, -0.7003, 0.6486, 0.8316, 0.2732, 0.5574, 0.0772, -0.4019, 0.6486, -0.128, 0.6908, -0.9538, -0.886, -0.9337, 0.8689, -0.9477, -0.9403, -0.9169, 0.7964, 0.0772, 0.9633]"
Thunderbirds,"action,adventure,comedy","[0.34, 0.3182, 0.5994, 0.5859, 0.128, -0.2263, 0.5719, -0.0258, -0.1779, 0.4404, -0.5423, 0.0, 0.4404, -0.4416, -0.6486, 0.8402, 0.7184, 0.6597, 0.2732, 0.5859, 0.7964, 0.6705, 0.7003, 0.6808, 0.0516, 0.6369, 0.0, -0.7783, -0.4767, 0.7003, 0.6124, 0.25, -0.0516, -0.3818, 0.5106, 0.128, 0.8834, -0.6808, 0.7506, -0.4767, -0.8243, 0.6369, 0.3182, 0.6369, 0.7964, 0.9274, 0.4951, 0.0, -0.4939, 0.6369, -0.8074, 0.0, -0.4215, 0.0, 0.6369, -0.802, -0.6705, -0.6597, 0.4215, 0.1027, 0.0, 0.25, -0.6486, 0.4215, 0.6369, -0.7906, -0.1027, 0.5574, 0.2263, -0.5859, -0.6597, 0.5574, -0.1779, -0.9485, -0.7096, 0.6124, -0.4215, 0.5574, 0.0258, -0.3182, 0.296, -0.4019, 0.0, 0.296, -0.6124, -0.1027, -0.8481, -0.6249, 0.5859, -0.5267, 0.7351, 0.4404, 0.7783, -0.0516, 0.3612, 0.4019, 0.0516, 0.4215, -0.4939, -0.8271, 0.3612, -0.6249, -0.2023, -0.0516, -0.5574, -0.3612, -0.7184, -0.3182, 0.0, -0.6597, -0.5719, 0.2263, -0.296, 0.4019, 0.5859, 0.7717, 0.4019, 0.0, 0.1027, -0.7269, -0.25, 0.34, 0.5994, 0.2263, 0.5267, 0.9501, -0.7096, 0.0, -0.4019, 0.9169, 0.2263, 0.0, -0.6369, 0.3612, -0.7351, -0.7717, -0.7964, -0.6705, -0.6249, -0.872, -0.4678, -0.6249, 0.3182, -0.8176, 0.6369, 0.0, 0.6124, 0.5574, 0.3612, 0.9217, 0.3612, 0.5859, -0.4019, 0.5574, 0.9042, -0.5106, 0.7906, 0.1531, 0.6369, -0.2732, 0.0258, -0.5095, 0.6597, 0.4588, 0.3612, 0.0, 0.9022, 0.4588, 0.4588, -0.5106, 0.3818, 0.836, 0.7906, 0.8271, 0.7096, 0.7964, 0.9393, -0.4019, 0.0258, 0.25, 0.296, 0.8519, 0.8689, 0.0, -0.34, -0.5106, 0.0, -0.4404, 0.4404, 0.8779, 0.4939, 0.34, 0.7845, 0.7845, -0.34, 0.0, 0.8225, -0.886, -0.8481, -0.4404]"
"Three Musketeers, The","action,adventure,comedy,romance","[-0.5994, 0.6486, 0.9524, 0.9719, -0.0534, 0.9717, 0.9694, 0.8736, 0.9716, 0.5719, -0.9325, -0.5574, -0.8481, 0.8658, -0.9501, 0.8934, 0.8176, -0.8481, 0.7184, 0.7579, 0.9022, 0.7003, -0.0, -0.886, -0.5859, 0.8316, 0.5719, 0.8402, -0.1779, -0.91, -0.5423, 0.886, -0.743, 0.3182, 0.875, 0.1779, 0.128, 0.2263, 0.8176, 0.9829, -0.34, -0.2732, 0.5994, 0.4019, 0.9601, 0.0258, 0.886, 0.6486, 0.4019, -0.0516, 0.8834, -0.6124, 0.296, -0.25, -0.34, 0.8225, 0.7351, -0.0516, -0.9612, -0.4588, -0.8524, 0.3612, -0.2023, -0.5719, -0.6369, -0.8957, -0.7506, -0.9806, -0.1531, 0.7717, 0.4767, 0.7351, 0.34, -0.7783, 0.7964, 0.9729, 0.8979, -0.7264, -0.5859, 0.891, -0.2732, 0.3818, -0.7717, 0.8689, 0.3612, 0.886, 0.9371, 0.8074, 0.8176, -0.8979, -0.9648, -0.9042, 0.9517, 0.4588, 0.6124, -0.34, -0.4754, -0.6705, 0.8625, -0.7822, -0.8807, -0.9118, 0.9081, 0.9186, 0.9313, 0.9753, -0.8781, 0.9246, 0.9413, 0.9633, 0.5859, -0.8807, -0.7482, 0.0516, 0.9371, -0.9337, -0.2263, -0.4767, 0.8957, 0.7824, 0.8807, 0.7003, 0.1779, 0.7096, -0.8926, -0.6249, 0.25, 0.7351, 0.7269, 0.936, 0.9657, 0.3612, -0.8276, 0.4767, -0.6369, 0.836, 0.7717, -0.5106, -0.8658, -0.4815, 0.434, 0.34, 0.4215, -0.6597, 0.872, -0.6808, 0.4767, 0.9095, 0.1779, 0.9584, 0.9638, -0.0772, -0.9571, -0.7351, -0.875, 0.3818, -0.8979, -0.9545, -0.946, 0.3818, -0.7783, -0.8519, 0.0, -0.959, -0.9674, 0.6808, -0.8074, -0.8402, 0.8176, 0.25, -0.6808, -0.5719, -0.7783, -0.9287, 0.9293, 0.8126, 0.9227, -0.8658, -0.9081, 0.8807, -0.5267, -0.1531, 0.743, -0.0516, 0.5574, -0.743, 0.4215, 0.34, 0.296, 0.926, -0.7906, -0.5994, -0.765, 0.8316, 0.0222, 0.9741, 0.9062, 0.9493, 0.9709, 0.9042]"
Three Men And A Baby,"comedy,family","[-0.128, 0.8646, 0.9851, 0.7579, 0.4588, 0.886, 0.7865, 0.886, 0.8907, 0.946, 0.7906, -0.6369, -0.7845, 0.9432, 0.9382, 0.926, 0.8519, 0.9134, 0.7269, 0.5719, 0.836, 0.9595, 0.5574, -0.7351, -0.6486, 0.9403, 0.9136, 0.1779, 0.9758, -0.4588, 0.5423, -0.6106, -0.4215, 0.9894, -0.2023, -0.7717, 0.25, 0.8885, 0.1531, -0.7184, 0.9545, 0.7003, -0.8934, -0.7096, 0.7906, 0.8591, 0.8934, -0.7003, -0.7003, -0.923, -0.891, -0.5106, 0.8934, -0.6808, -0.8555, -0.8402, -0.296, -0.9186, 0.7579, 0.6815, 0.4588, -0.872, -0.4588, -0.9217, -0.891, 0.9694, 0.7003, 0.5994, -0.9393, -0.9393, -0.8519, -0.9337, -0.9231, 0.1002, -0.0258, 0.8591, 0.7506, -0.7778, -0.9524, 0.802, 0.1531, 0.7184, 0.926, 0.9607, 0.9432, 0.9657, 0.9686, -0.5859, 0.0, 0.0258, 0.1027, -0.4767, -0.128, 0.7135, 0.6908, -0.25, 0.6486, 0.6705, 0.9042, -0.6705, 0.8481, 0.2263, -0.1513, 0.8519, -0.9535, 0.5267, -0.9643, -0.5574, 0.7351, 0.7964, -0.8661, -0.4939, 0.296, 0.5574, 0.8271, -0.8126, -0.7506, 0.9794, -0.2661, 0.0, 0.9274, -0.6597, 0.5267, 0.9118, -0.6124, -0.8834, 0.5267, 0.4404, -0.5423, 0.2732, 0.296, 0.8744, 0.9153, -0.4767, 0.802, 0.8074, -0.0258, 0.128, -0.6369, -0.8519, 0.4588, -0.3054, 0.9451, 0.5017, 0.926, 0.8519, -0.25, -0.2263, -0.7717, 0.5423, 0.6597, 0.8807, 0.9062, 0.8225, -0.8306, 0.4215, 0.34, 0.0516, 0.3182, -0.872, 0.886, 0.8555, -0.0015, -0.9884, -0.9186, 0.9493, 0.768, 0.8176, 0.4939, 0.8402, 0.891, 0.9764, 0.9287, -0.6597, 0.7269, 0.9393, 0.9493, 0.8316, 0.93, -0.4404, -0.6908, 0.8442, -0.6597, 0.7783, 0.4588, 0.6808, -0.765, -0.8519, 0.5423, 0.7783, -0.1779, -0.8402, -0.4201, -0.3612, 0.4215, 0.9325, 0.91, 0.926, -0.875, 0.8261]"
Ticker,crime,"[-0.5106, -0.4019, 0.9136, -0.6597, 0.1531, 0.2472, -0.2023, 0.1531, -0.9217, -0.4767, -0.9565, -0.7351, -0.7003, -0.34, 0.0516, -0.7783, -0.4404, -0.7783, -0.2263, -0.1779, -0.8934, 0.296, -0.3818, -0.802, 0.9001, -0.836, -0.5106, 0.3182, -0.7506, 0.7269, -0.296, -0.4588, 0.8074, 0.5719, -0.0, 0.2023, -0.34, -0.9628, -0.9531, -0.1779, 0.7783, -0.9081, -0.5574, 0.5859, 0.1779, -0.9337, 0.6908, 0.2263, 0.6908, -0.886, -0.975, -0.802, -0.8658, 0.7906, -0.6597, 0.1531, -0.5423, 0.6124, 0.4019, -0.6705, 0.7269, 0.0, 0.0, -0.4215, -0.3182, -0.25, -0.5267, -0.8555, -0.6705, 0.3612, -0.9062, -0.3182, -0.7717, -0.6705, 0.25, -0.4939, -0.5106, -0.4939, -0.1531, -0.3182, 0.0516, -0.6705, 0.0772, -0.6124, -0.5859, 0.296, 0.0, 0.5267, -0.1779, 0.0, 0.4404, 0.34, 0.0, 0.4215, -0.4939, -0.25, -0.3182, 0.3612, 0.5106, 0.7506, -0.128, -0.2732, -0.6705, -0.8807, -0.765, -0.6486, -0.8689, -0.9337, 0.5574, 0.7717, 0.4404, 0.7184, 0.2023, 0.9287, 0.0, 0.1027, 0.4767, -0.9042, -0.9081, 0.3612, 0.8957, -0.8126, 0.6124, -0.2263, 0.5859, 0.0, 0.4588, -0.7184, 0.6249, 0.0, 0.6705, 0.4939, 0.0, -0.802, -0.1779, -0.7964, -0.4767, 0.7184, -0.5859, -0.4767, -0.6249, -0.5574, -0.765, -0.6808, -0.9169, -0.875, -0.8834, -0.7184, -0.8979, -0.4767, -0.7717, 0.4019, -0.959, -0.1027, 0.2023, -0.2732, 0.0, -0.0772, 0.8271, 0.4404, 0.0, 0.1689, -0.1531, 0.2023, -0.4767, -0.936, 0.2263, -0.8689, 0.3818, -0.4019, -0.7845, -0.2263, 0.4019, -0.2023, -0.7003, -0.7269, -0.7506, 0.296, 0.0, -0.6369, -0.34, -0.936, -0.7003, -0.5423, -0.9186, -0.875, 0.5994, -0.8574, -0.3182, 0.836, -0.1531, -0.34, 0.3818, 0.1531, -0.7845, -0.1779, -0.128, 0.9623, 0.4215, 0.9545]"
